NO,Code,Name,major categor,minor categor,,,
889,U+26EA,church,Travel & Places,place-religious,,,
890,U+1F54C,mosque,Travel & Places,place-religious,,,
891,U+1F6D5,hindu temple,Travel & Places,place-religious,,,
892,U+1F54D,synagogue,Travel & Places,place-religious,,,
893,U+26E9,shinto shrine,Travel & Places,place-religious,,,
894,U+1F54B,kaaba,Travel & Places,place-religious,,,
895,U+26F2,fountain,Travel & Places,place-other,,,
896,U+26FA,tent,Travel & Places,place-other,,,
897,U+1F301,foggy,Travel & Places,place-other,,,
898,U+1F303,night with stars,Travel & Places,place-other,,,
899,U+1F3D9,cityscape,Travel & Places,place-other,,,
900,U+1F304,sunrise over mountains,Travel & Places,place-other,,,
901,U+1F305,sunrise,Travel & Places,place-other,,,
902,U+1F306,cityscape at dusk,Travel & Places,place-other,,,
903,U+1F307,sunset,Travel & Places,place-other,,,
904,U+1F309,bridge at night,Travel & Places,place-other,,,
905,U+2668,hot springs,Travel & Places,place-other,,,
906,U+1F3A0,carousel horse,Travel & Places,place-other,,,
907,U+1F6DD,playground slide,Travel & Places,place-other,,,
908,U+1F3A1,ferris wheel,Travel & Places,place-other,,,
909,U+1F3A2,roller coaster,Travel & Places,place-other,,,
910,U+1F488,barber pole,Travel & Places,place-other,,,
911,U+1F3AA,circus tent,Travel & Places,place-other,,,
912,U+1F682,locomotive,Travel & Places,transport-ground,,,
913,U+1F683,railway car,Travel & Places,transport-ground,,,
914,U+1F684,high-speed train,Travel & Places,transport-ground,,,
915,U+1F685,bullet train,Travel & Places,transport-ground,,,
916,U+1F686,train,Travel & Places,transport-ground,,,
917,U+1F687,metro,Travel & Places,transport-ground,,,
918,U+1F688,light rail,Travel & Places,transport-ground,,,
919,U+1F689,station,Travel & Places,transport-ground,,,
920,U+1F68A,tram,Travel & Places,transport-ground,,,
921,U+1F69D,monorail,Travel & Places,transport-ground,,,
922,U+1F69E,mountain railway,Travel & Places,transport-ground,,,
923,U+1F68B,tram car,Travel & Places,transport-ground,,,
924,U+1F68C,bus,Travel & Places,transport-ground,,,
925,U+1F68D,oncoming bus,Travel & Places,transport-ground,,,
926,U+1F68E,trolleybus,Travel & Places,transport-ground,,,
927,U+1F690,minibus,Travel & Places,transport-ground,,,
928,U+1F691,ambulance,Travel & Places,transport-ground,,,
929,U+1F692,fire engine,Travel & Places,transport-ground,,,
930,U+1F693,police car,Travel & Places,transport-ground,,,
931,U+1F694,oncoming police car,Travel & Places,transport-ground,,,
932,U+1F695,taxi,Travel & Places,transport-ground,,,
933,U+1F696,oncoming taxi,Travel & Places,transport-ground,,,
934,U+1F697,automobile,Travel & Places,transport-ground,,,
935,U+1F698,oncoming automobile,Travel & Places,transport-ground,,,
936,U+1F699,sport utility vehicle,Travel & Places,transport-ground,,,
937,U+1F6FB,pickup truck,Travel & Places,transport-ground,,,
938,U+1F69A,delivery truck,Travel & Places,transport-ground,,,
939,U+1F69B,articulated lorry,Travel & Places,transport-ground,,,
940,U+1F69C,tractor,Travel & Places,transport-ground,,,
941,U+1F3CE,racing car,Travel & Places,transport-ground,,,
942,U+1F3CD,motorcycle,Travel & Places,transport-ground,,,
943,U+1F6F5,motor scooter,Travel & Places,transport-ground,,,
944,U+1F9BD,manual wheelchair,Travel & Places,transport-ground,,,
945,U+1F9BC,motorized wheelchair,Travel & Places,transport-ground,,,
946,U+1F6FA,auto rickshaw,Travel & Places,transport-ground,,,
947,U+1F6B2,bicycle,Travel & Places,transport-ground,,,
948,U+1F6F4,kick scooter,Travel & Places,transport-ground,,,
949,U+1F6F9,skateboard,Travel & Places,transport-ground,,,
950,U+1F6FC,roller skate,Travel & Places,transport-ground,,,
951,U+1F68F,bus stop,Travel & Places,transport-ground,,,
952,U+1F6E3,motorway,Travel & Places,transport-ground,,,
953,U+1F6E4,railway track,Travel & Places,transport-ground,,,
954,U+1F6E2,oil drum,Travel & Places,transport-ground,,,
955,U+26FD,fuel pump,Travel & Places,transport-ground,,,
956,U+1F6DE,wheel,Travel & Places,transport-ground,,,
957,U+1F6A8,police car light,Travel & Places,transport-ground,,,
958,U+1F6A5,horizontal traffic light,Travel & Places,transport-ground,,,
959,U+1F6A6,vertical traffic light,Travel & Places,transport-ground,,,
960,U+1F6D1,stop sign,Travel & Places,transport-ground,,,
961,U+1F6A7,construction,Travel & Places,transport-ground,,,
962,U+2693,anchor,Travel & Places,transport-water,,,
963,U+1F6DF,ring buoy,Travel & Places,transport-water,,,
964,U+26F5,sailboat,Travel & Places,transport-water,,,
965,U+1F6F6,canoe,Travel & Places,transport-water,,,
966,U+1F6A4,speedboat,Travel & Places,transport-water,,,
967,U+1F6F3,passenger ship,Travel & Places,transport-water,,,
968,U+26F4,ferry,Travel & Places,transport-water,,,
969,U+1F6E5,motor boat,Travel & Places,transport-water,,,
970,U+1F6A2,ship,Travel & Places,transport-water,,,
971,U+2708,airplane,Travel & Places,transport-air,,,
972,U+1F6E9,small airplane,Travel & Places,transport-air,,,
973,U+1F6EB,airplane departure,Travel & Places,transport-air,,,
974,U+1F6EC,airplane arrival,Travel & Places,transport-air,,,
975,U+1FA82,parachute,Travel & Places,transport-air,,,
976,U+1F4BA,seat,Travel & Places,transport-air,,,
977,U+1F681,helicopter,Travel & Places,transport-air,,,
978,U+1F69F,suspension railway,Travel & Places,transport-air,,,
979,U+1F6A0,mountain cableway,Travel & Places,transport-air,,,
980,U+1F6A1,aerial tramway,Travel & Places,transport-air,,,
981,U+1F6F0,satellite,Travel & Places,transport-air,,,
982,U+1F680,rocket,Travel & Places,transport-air,,,
983,U+1F6F8,flying saucer,Travel & Places,transport-air,,,
984,U+1F6CE,bellhop bell,Travel & Places,hotel,,,
985,U+1F9F3,luggage,Travel & Places,hotel,,,
986,U+231B,hourglass done,Travel & Places,time,,,
987,U+23F3,hourglass not done,Travel & Places,time,,,
988,U+231A,watch,Travel & Places,time,,,
989,U+23F0,alarm clock,Travel & Places,time,,,
990,U+23F1,stopwatch,Travel & Places,time,,,
991,U+23F2,timer clock,Travel & Places,time,,,
992,U+1F570,mantelpiece clock,Travel & Places,time,,,
993,U+1F55B,twelve o’clock,Travel & Places,time,,,
994,U+1F567,twelve-thirty,Travel & Places,time,,,
995,U+1F550,one o’clock,Travel & Places,time,,,
996,U+1F55C,one-thirty,Travel & Places,time,,,
997,U+1F551,two o’clock,Travel & Places,time,,,
998,U+1F55D,two-thirty,Travel & Places,time,,,
999,U+1F552,three o’clock,Travel & Places,time,,,
1000,U+1F55E,three-thirty,Travel & Places,time,,,
1001,U+1F553,four o’clock,Travel & Places,time,,,
1002,U+1F55F,four-thirty,Travel & Places,time,,,
1003,U+1F554,five o’clock,Travel & Places,time,,,
1004,U+1F560,five-thirty,Travel & Places,time,,,
1005,U+1F555,six o’clock,Travel & Places,time,,,
1006,U+1F561,six-thirty,Travel & Places,time,,,
1007,U+1F556,seven o’clock,Travel & Places,time,,,
1008,U+1F562,seven-thirty,Travel & Places,time,,,
1009,U+1F557,eight o’clock,Travel & Places,time,,,
1010,U+1F563,eight-thirty,Travel & Places,time,,,
1011,U+1F558,nine o’clock,Travel & Places,time,,,
1012,U+1F564,nine-thirty,Travel & Places,time,,,
1013,U+1F559,ten o’clock,Travel & Places,time,,,
1014,U+1F565,ten-thirty,Travel & Places,time,,,
1015,U+1F55A,eleven o’clock,Travel & Places,time,,,
1016,U+1F566,eleven-thirty,Travel & Places,time,,,
1017,U+1F311,new moon,Travel & Places,sky & weather,,,
1018,U+1F312,waxing crescent moon,Travel & Places,sky & weather,,,
1019,U+1F313,first quarter moon,Travel & Places,sky & weather,,,
1020,U+1F314,waxing gibbous moon,Travel & Places,sky & weather,,,
1021,U+1F315,full moon,Travel & Places,sky & weather,,,
1022,U+1F316,waning gibbous moon,Travel & Places,sky & weather,,,
1023,U+1F317,last quarter moon,Travel & Places,sky & weather,,,
1024,U+1F318,waning crescent moon,Travel & Places,sky & weather,,,
1025,U+1F319,crescent moon,Travel & Places,sky & weather,,,
1026,U+1F31A,new moon face,Travel & Places,sky & weather,,,
1027,U+1F31B,first quarter moon face,Travel & Places,sky & weather,,,
1028,U+1F31C,last quarter moon face,Travel & Places,sky & weather,,,
1029,U+1F321,thermometer,Travel & Places,sky & weather,,,
1030,U+2600,sun,Travel & Places,sky & weather,,,
1031,U+1F31D,full moon face,Travel & Places,sky & weather,,,
1032,U+1F31E,sun with face,Travel & Places,sky & weather,,,
1033,U+1FA90,ringed planet,Travel & Places,sky & weather,,,
1034,U+2B50,star,Travel & Places,sky & weather,,,
1035,U+1F31F,glowing star,Travel & Places,sky & weather,,,
1036,U+1F320,shooting star,Travel & Places,sky & weather,,,
1037,U+1F30C,milky way,Travel & Places,sky & weather,,,
1038,U+2601,cloud,Travel & Places,sky & weather,,,
1039,U+26C5,sun behind cloud,Travel & Places,sky & weather,,,
1040,U+26C8,cloud with lightning and rain,Travel & Places,sky & weather,,,
1041,U+1F324,sun behind small cloud,Travel & Places,sky & weather,,,
1042,U+1F325,sun behind large cloud,Travel & Places,sky & weather,,,
1043,U+1F326,sun behind rain cloud,Travel & Places,sky & weather,,,
1044,U+1F327,cloud with rain,Travel & Places,sky & weather,,,
1045,U+1F328,cloud with snow,Travel & Places,sky & weather,,,
1046,U+1F329,cloud with lightning,Travel & Places,sky & weather,,,
1047,U+1F32A,tornado,Travel & Places,sky & weather,,,
1048,U+1F32B,fog,Travel & Places,sky & weather,,,
1049,U+1F32C,wind face,Travel & Places,sky & weather,,,
1050,U+1F300,cyclone,Travel & Places,sky & weather,,,
1051,U+1F308,rainbow,Travel & Places,sky & weather,,,
1052,U+1F302,closed umbrella,Travel & Places,sky & weather,,,
1053,U+2602,umbrella,Travel & Places,sky & weather,,,
1054,U+2614,umbrella with rain drops,Travel & Places,sky & weather,,,
1055,U+26F1,umbrella on ground,Travel & Places,sky & weather,,,
1056,U+26A1,high voltage,Travel & Places,sky & weather,,,
1057,U+2744,snowflake,Travel & Places,sky & weather,,,
1058,U+2603,snowman,Travel & Places,sky & weather,,,
1059,U+26C4,snowman without snow,Travel & Places,sky & weather,,,
1060,U+2604,comet,Travel & Places,sky & weather,,,
1061,U+1F525,fire,Travel & Places,sky & weather,,,
1062,U+1F4A7,droplet,Travel & Places,sky & weather,,,
1063,U+1F30A,water wave,Travel & Places,sky & weather,,,
1064,U+1F383,jack-o-lantern,Activities,event,,,
1065,U+1F384,Christmas tree,Activities,event,,,
1066,U+1F386,fireworks,Activities,event,,,
1067,U+1F387,sparkler,Activities,event,,,
1068,U+1F9E8,firecracker,Activities,event,,,
1069,U+2728,sparkles,Activities,event,,,
1070,U+1F388,balloon,Activities,event,,,
1071,U+1F389,party popper,Activities,event,,,
1072,U+1F38A,confetti ball,Activities,event,,,
1073,U+1F38B,tanabata tree,Activities,event,,,
1074,U+1F38D,pine decoration,Activities,event,,,
1075,U+1F38E,Japanese dolls,Activities,event,,,
1076,U+1F38F,carp streamer,Activities,event,,,
1077,U+1F390,wind chime,Activities,event,,,
1078,U+1F391,moon viewing ceremony,Activities,event,,,
1079,U+1F9E7,red envelope,Activities,event,,,
1080,U+1F380,ribbon,Activities,event,,,
1081,U+1F381,wrapped gift,Activities,event,,,
1082,U+1F397,reminder ribbon,Activities,event,,,
1083,U+1F39F,admission tickets,Activities,event,,,
1084,U+1F3AB,ticket,Activities,event,,,
1085,U+1F396,military medal,Activities,award-medal,,,
1086,U+1F3C6,trophy,Activities,award-medal,,,
1087,U+1F3C5,sports medal,Activities,award-medal,,,
1088,U+1F947,1st place medal,Activities,award-medal,,,
1089,U+1F948,2nd place medal,Activities,award-medal,,,
1090,U+1F949,3rd place medal,Activities,award-medal,,,
1091,U+26BD,soccer ball,Activities,sport,,,
1092,U+26BE,baseball,Activities,sport,,,
1093,U+1F94E,softball,Activities,sport,,,
1094,U+1F3C0,basketball,Activities,sport,,,
1095,U+1F3D0,volleyball,Activities,sport,,,
1096,U+1F3C8,american football,Activities,sport,,,
1097,U+1F3C9,rugby football,Activities,sport,,,
1098,U+1F3BE,tennis,Activities,sport,,,
1099,U+1F94F,flying disc,Activities,sport,,,
1100,U+1F3B3,bowling,Activities,sport,,,
1101,U+1F3CF,cricket game,Activities,sport,,,
1102,U+1F3D1,field hockey,Activities,sport,,,
1103,U+1F3D2,ice hockey,Activities,sport,,,
1104,U+1F94D,lacrosse,Activities,sport,,,
1105,U+1F3D3,ping pong,Activities,sport,,,
1106,U+1F3F8,badminton,Activities,sport,,,
1107,U+1F94A,boxing glove,Activities,sport,,,
1108,U+1F94B,martial arts uniform,Activities,sport,,,
1109,U+1F945,goal net,Activities,sport,,,
1110,U+26F3,flag in hole,Activities,sport,,,
1111,U+26F8,ice skate,Activities,sport,,,
1112,U+1F3A3,fishing pole,Activities,sport,,,
1113,U+1F93F,diving mask,Activities,sport,,,
1114,U+1F3BD,running shirt,Activities,sport,,,
1115,U+1F3BF,skis,Activities,sport,,,
1116,U+1F6F7,sled,Activities,sport,,,
1117,U+1F94C,curling stone,Activities,sport,,,
1118,U+1F3AF,bullseye,Activities,game,,,
1119,U+1FA80,yo-yo,Activities,game,,,
1120,U+1FA81,kite,Activities,game,,,
1121,U+1F52B,water pistol,Activities,game,,,
1122,U+1F3B1,pool 8 ball,Activities,game,,,
1123,U+1F52E,crystal ball,Activities,game,,,
1124,U+1FA84,magic wand,Activities,game,,,
1125,U+1F3AE,video game,Activities,game,,,
1126,U+1F579,joystick,Activities,game,,,
1127,U+1F3B0,slot machine,Activities,game,,,
1128,U+1F3B2,game die,Activities,game,,,
1129,U+1F9E9,puzzle piece,Activities,game,,,
1130,U+1F9F8,teddy bear,Activities,game,,,
1131,U+1FA85,piñata,Activities,game,,,
1132,U+1FAA9,mirror ball,Activities,game,,,
1133,U+1FA86,nesting dolls,Activities,game,,,
1134,U+2660,spade suit,Activities,game,,,
1135,U+2665,heart suit,Activities,game,,,
1136,U+2666,diamond suit,Activities,game,,,
1137,U+2663,club suit,Activities,game,,,
1138,U+265F,chess pawn,Activities,game,,,
1139,U+1F0CF,joker,Activities,game,,,
1140,U+1F004,mahjong red dragon,Activities,game,,,
1141,U+1F3B4,flower playing cards,Activities,game,,,
1142,U+1F3AD,performing arts,Activities,arts & crafts,,,
1143,U+1F5BC,framed picture,Activities,arts & crafts,,,
1144,U+1F3A8,artist palette,Activities,arts & crafts,,,
1145,U+1F9F5,thread,Activities,arts & crafts,,,
1146,U+1FAA1,sewing needle,Activities,arts & crafts,,,
1147,U+1F9F6,yarn,Activities,arts & crafts,,,
1148,U+1FAA2,knot,Activities,arts & crafts,,,
1149,U+1F453,glasses,Objects,clothing,,,
1150,U+1F576,sunglasses,Objects,clothing,,,
1151,U+1F97D,goggles,Objects,clothing,,,
1152,U+1F97C,lab coat,Objects,clothing,,,
1153,U+1F9BA,safety vest,Objects,clothing,,,
1154,U+1F454,necktie,Objects,clothing,,,
1155,U+1F455,t-shirt,Objects,clothing,,,
1156,U+1F456,jeans,Objects,clothing,,,
1157,U+1F9E3,scarf,Objects,clothing,,,
1158,U+1F9E4,gloves,Objects,clothing,,,
1159,U+1F9E5,coat,Objects,clothing,,,
1160,U+1F9E6,socks,Objects,clothing,,,
1161,U+1F457,dress,Objects,clothing,,,
1162,U+1F458,kimono,Objects,clothing,,,
1163,U+1F97B,sari,Objects,clothing,,,
1164,U+1FA71,one-piece swimsuit,Objects,clothing,,,
1165,U+1FA72,briefs,Objects,clothing,,,
1166,U+1FA73,shorts,Objects,clothing,,,
1167,U+1F459,bikini,Objects,clothing,,,
1168,U+1F45A,woman’s clothes,Objects,clothing,,,
1169,U+1FAAD,folding hand fan,Objects,clothing,,,
1170,U+1F45B,purse,Objects,clothing,,,
1171,U+1F45C,handbag,Objects,clothing,,,
1172,U+1F45D,clutch bag,Objects,clothing,,,
1173,U+1F6CD,shopping bags,Objects,clothing,,,
1174,U+1F392,backpack,Objects,clothing,,,
1175,U+1FA74,thong sandal,Objects,clothing,,,
1176,U+1F45E,man’s shoe,Objects,clothing,,,
1177,U+1F45F,running shoe,Objects,clothing,,,
1178,U+1F97E,hiking boot,Objects,clothing,,,
1179,U+1F97F,flat shoe,Objects,clothing,,,
1180,U+1F460,high-heeled shoe,Objects,clothing,,,
1181,U+1F461,woman’s sandal,Objects,clothing,,,
1182,U+1FA70,ballet shoes,Objects,clothing,,,
1183,U+1F462,woman’s boot,Objects,clothing,,,
1184,U+1FAAE,hair pick,Objects,clothing,,,
1185,U+1F451,crown,Objects,clothing,,,
1186,U+1F452,woman’s hat,Objects,clothing,,,
1187,U+1F3A9,top hat,Objects,clothing,,,
1188,U+1F393,graduation cap,Objects,clothing,,,
1189,U+1F9E2,billed cap,Objects,clothing,,,
1190,U+1FA96,military helmet,Objects,clothing,,,
1191,U+26D1,rescue worker’s helmet,Objects,clothing,,,
1192,U+1F4FF,prayer beads,Objects,clothing,,,
1193,U+1F484,lipstick,Objects,clothing,,,
1194,U+1F48D,ring,Objects,clothing,,,
1195,U+1F48E,gem stone,Objects,clothing,,,
1196,U+1F507,muted speaker,Objects,sound,,,
1197,U+1F508,speaker low volume,Objects,sound,,,
1198,U+1F509,speaker medium volume,Objects,sound,,,
1199,U+1F50A,speaker high volume,Objects,sound,,,
1200,U+1F4E2,loudspeaker,Objects,sound,,,
1201,U+1F4E3,megaphone,Objects,sound,,,
1202,U+1F4EF,postal horn,Objects,sound,,,
1203,U+1F514,bell,Objects,sound,,,
1204,U+1F515,bell with slash,Objects,sound,,,
1205,U+1F3BC,musical score,Objects,music,,,
1206,U+1F3B5,musical note,Objects,music,,,
1207,U+1F3B6,musical notes,Objects,music,,,
1208,U+1F399,studio microphone,Objects,music,,,
1209,U+1F39A,level slider,Objects,music,,,
1210,U+1F39B,control knobs,Objects,music,,,
1211,U+1F3A4,microphone,Objects,music,,,
1212,U+1F3A7,headphone,Objects,music,,,
1213,U+1F4FB,radio,Objects,music,,,
1214,U+1F3B7,saxophone,Objects,musical-instrument,,,
1215,U+1FA97,accordion,Objects,musical-instrument,,,
1216,U+1F3B8,guitar,Objects,musical-instrument,,,
1217,U+1F3B9,musical keyboard,Objects,musical-instrument,,,
1218,U+1F3BA,trumpet,Objects,musical-instrument,,,
1219,U+1F3BB,violin,Objects,musical-instrument,,,
1220,U+1FA95,banjo,Objects,musical-instrument,,,
1221,U+1F941,drum,Objects,musical-instrument,,,
1222,U+1FA98,long drum,Objects,musical-instrument,,,
1223,U+1FA87,maracas,Objects,musical-instrument,,,
1224,U+1FA88,flute,Objects,musical-instrument,,,
1225,U+1F4F1,mobile phone,Objects,phone,,,
1226,U+1F4F2,mobile phone with arrow,Objects,phone,,,
1227,U+260E,telephone,Objects,phone,,,
1228,U+1F4DE,telephone receiver,Objects,phone,,,
1229,U+1F4DF,pager,Objects,phone,,,
1230,U+1F4E0,fax machine,Objects,phone,,,
1231,U+1F50B,battery,Objects,computer,,,
1232,U+1FAAB,low battery,Objects,computer,,,
1233,U+1F50C,electric plug,Objects,computer,,,
1234,U+1F4BB,laptop,Objects,computer,,,
1235,U+1F5A5,desktop computer,Objects,computer,,,
1236,U+1F5A8,printer,Objects,computer,,,
1237,U+2328,keyboard,Objects,computer,,,
1238,U+1F5B1,computer mouse,Objects,computer,,,
1239,U+1F5B2,trackball,Objects,computer,,,
1240,U+1F4BD,computer disk,Objects,computer,,,
1241,U+1F4BE,floppy disk,Objects,computer,,,
1242,U+1F4BF,optical disk,Objects,computer,,,
1243,U+1F4C0,dvd,Objects,computer,,,
1244,U+1F9EE,abacus,Objects,computer,,,
1245,U+1F3A5,movie camera,Objects,light & video,,,
1246,U+1F39E,film frames,Objects,light & video,,,
1247,U+1F4FD,film projector,Objects,light & video,,,
1248,U+1F3AC,clapper board,Objects,light & video,,,
1249,U+1F4FA,television,Objects,light & video,,,
1250,U+1F4F7,camera,Objects,light & video,,,
1251,U+1F4F8,camera with flash,Objects,light & video,,,
1252,U+1F4F9,video camera,Objects,light & video,,,
1253,U+1F4FC,videocassette,Objects,light & video,,,
1254,U+1F50D,magnifying glass tilted left,Objects,light & video,,,
1255,U+1F50E,magnifying glass tilted right,Objects,light & video,,,
1256,U+1F56F,candle,Objects,light & video,,,
1257,U+1F4A1,light bulb,Objects,light & video,,,
1258,U+1F526,flashlight,Objects,light & video,,,
1259,U+1F3EE,red paper lantern,Objects,light & video,,,
1260,U+1FA94,diya lamp,Objects,light & video,,,
1261,U+1F4D4,notebook with decorative cover,Objects,book-paper,,,
1262,U+1F4D5,closed book,Objects,book-paper,,,
1263,U+1F4D6,open book,Objects,book-paper,,,
1264,U+1F4D7,green book,Objects,book-paper,,,
1265,U+1F4D8,blue book,Objects,book-paper,,,
1266,U+1F4D9,orange book,Objects,book-paper,,,
1267,U+1F4DA,books,Objects,book-paper,,,
1268,U+1F4D3,notebook,Objects,book-paper,,,
1269,U+1F4D2,ledger,Objects,book-paper,,,
1270,U+1F4C3,page with curl,Objects,book-paper,,,
1271,U+1F4DC,scroll,Objects,book-paper,,,
1272,U+1F4C4,page facing up,Objects,book-paper,,,
1273,U+1F4F0,newspaper,Objects,book-paper,,,
1274,U+1F5DE,rolled-up newspaper,Objects,book-paper,,,
1275,U+1F4D1,bookmark tabs,Objects,book-paper,,,
1276,U+1F516,bookmark,Objects,book-paper,,,
1277,U+1F3F7,label,Objects,book-paper,,,
1278,U+1F4B0,money bag,Objects,money,,,
1279,U+1FA99,coin,Objects,money,,,
1280,U+1F4B4,yen banknote,Objects,money,,,
1281,U+1F4B5,dollar banknote,Objects,money,,,
1282,U+1F4B6,euro banknote,Objects,money,,,
1283,U+1F4B7,pound banknote,Objects,money,,,
1284,U+1F4B8,money with wings,Objects,money,,,
1285,U+1F4B3,credit card,Objects,money,,,
1286,U+1F9FE,receipt,Objects,money,,,
1287,U+1F4B9,chart increasing with yen,Objects,money,,,
1288,U+2709,envelope,Objects,mail,,,
1289,U+1F4E7,e-mail,Objects,mail,,,
1290,U+1F4E8,incoming envelope,Objects,mail,,,
1291,U+1F4E9,envelope with arrow,Objects,mail,,,
1292,U+1F4E4,outbox tray,Objects,mail,,,
1293,U+1F4E5,inbox tray,Objects,mail,,,
1294,U+1F4E6,package,Objects,mail,,,
1295,U+1F4EB,closed mailbox with raised flag,Objects,mail,,,
1296,U+1F4EA,closed mailbox with lowered flag,Objects,mail,,,
1297,U+1F4EC,open mailbox with raised flag,Objects,mail,,,
1298,U+1F4ED,open mailbox with lowered flag,Objects,mail,,,
1299,U+1F4EE,postbox,Objects,mail,,,
1300,U+1F5F3,ballot box with ballot,Objects,mail,,,
1301,U+270F,pencil,Objects,writing,,,
1302,U+2712,black nib,Objects,writing,,,
1303,U+1F58B,fountain pen,Objects,writing,,,
1304,U+1F58A,pen,Objects,writing,,,
1305,U+1F58C,paintbrush,Objects,writing,,,
1306,U+1F58D,crayon,Objects,writing,,,
1307,U+1F4DD,memo,Objects,writing,,,
1308,U+1F4BC,briefcase,Objects,office,,,
1309,U+1F4C1,file folder,Objects,office,,,
1310,U+1F4C2,open file folder,Objects,office,,,
1311,U+1F5C2,card index dividers,Objects,office,,,
1312,U+1F4C5,calendar,Objects,office,,,
1313,U+1F4C6,tear-off calendar,Objects,office,,,
1314,U+1F5D2,spiral notepad,Objects,office,,,
1315,U+1F5D3,spiral calendar,Objects,office,,,
1316,U+1F4C7,card index,Objects,office,,,
1317,U+1F4C8,chart increasing,Objects,office,,,
1318,U+1F4C9,chart decreasing,Objects,office,,,
1319,U+1F4CA,bar chart,Objects,office,,,
1320,U+1F4CB,clipboard,Objects,office,,,
1321,U+1F4CC,pushpin,Objects,office,,,
1322,U+1F4CD,round pushpin,Objects,office,,,
1323,U+1F4CE,paperclip,Objects,office,,,
1324,U+1F587,linked paperclips,Objects,office,,,
1325,U+1F4CF,straight ruler,Objects,office,,,
1326,U+1F4D0,triangular ruler,Objects,office,,,
1327,U+2702,scissors,Objects,office,,,
1328,U+1F5C3,card file box,Objects,office,,,
1329,U+1F5C4,file cabinet,Objects,office,,,
1330,U+1F5D1,wastebasket,Objects,office,,,
1331,U+1F512,locked,Objects,lock,,,
1332,U+1F513,unlocked,Objects,lock,,,
1333,U+1F50F,locked with pen,Objects,lock,,,
1334,U+1F510,locked with key,Objects,lock,,,
1335,U+1F511,key,Objects,lock,,,
1336,U+1F5DD,old key,Objects,lock,,,
1337,U+1F528,hammer,Objects,tool,,,
1338,U+1FA93,axe,Objects,tool,,,
1339,U+26CF,pick,Objects,tool,,,
1340,U+2692,hammer and pick,Objects,tool,,,
1341,U+1F6E0,hammer and wrench,Objects,tool,,,
1342,U+1F5E1,dagger,Objects,tool,,,
1343,U+2694,crossed swords,Objects,tool,,,
1344,U+1F4A3,bomb,Objects,tool,,,
1345,U+1FA83,boomerang,Objects,tool,,,
1346,U+1F3F9,bow and arrow,Objects,tool,,,
1347,U+1F6E1,shield,Objects,tool,,,
1348,U+1FA9A,carpentry saw,Objects,tool,,,
1349,U+1F527,wrench,Objects,tool,,,
1350,U+1FA9B,screwdriver,Objects,tool,,,
1351,U+1F529,nut and bolt,Objects,tool,,,
1352,U+2699,gear,Objects,tool,,,
1353,U+1F5DC,clamp,Objects,tool,,,
1354,U+2696,balance scale,Objects,tool,,,
1355,U+1F9AF,white cane,Objects,tool,,,
1356,U+1F517,link,Objects,tool,,,
1357,U+26D3 U+FE0F U+200D U+1F4A5,⊛ broken chain,Objects,tool,,,
1358,U+26D3,chains,Objects,tool,,,
1359,U+1FA9D,hook,Objects,tool,,,
1360,U+1F9F0,toolbox,Objects,tool,,,
1361,U+1F9F2,magnet,Objects,tool,,,
1362,U+1FA9C,ladder,Objects,tool,,,
1363,U+2697,alembic,Objects,science,,,
1364,U+1F9EA,test tube,Objects,science,,,
1365,U+1F9EB,petri dish,Objects,science,,,
1366,U+1F9EC,dna,Objects,science,,,
1367,U+1F52C,microscope,Objects,science,,,
1368,U+1F52D,telescope,Objects,science,,,
1369,U+1F4E1,satellite antenna,Objects,science,,,
1370,U+1F489,syringe,Objects,medical,,,
1371,U+1FA78,drop of blood,Objects,medical,,,
1372,U+1F48A,pill,Objects,medical,,,
1373,U+1FA79,adhesive bandage,Objects,medical,,,
1374,U+1FA7C,crutch,Objects,medical,,,
1375,U+1FA7A,stethoscope,Objects,medical,,,
1376,U+1FA7B,x-ray,Objects,medical,,,
1377,U+1F6AA,door,Objects,household,,,
1378,U+1F6D7,elevator,Objects,household,,,
1379,U+1FA9E,mirror,Objects,household,,,
1380,U+1FA9F,window,Objects,household,,,
1381,U+1F6CF,bed,Objects,household,,,
1382,U+1F6CB,couch and lamp,Objects,household,,,
1383,U+1FA91,chair,Objects,household,,,
1384,U+1F6BD,toilet,Objects,household,,,
1385,U+1FAA0,plunger,Objects,household,,,
1386,U+1F6BF,shower,Objects,household,,,
1387,U+1F6C1,bathtub,Objects,household,,,
1388,U+1FAA4,mouse trap,Objects,household,,,
1389,U+1FA92,razor,Objects,household,,,
1390,U+1F9F4,lotion bottle,Objects,household,,,
1391,U+1F9F7,safety pin,Objects,household,,,
1392,U+1F9F9,broom,Objects,household,,,
1393,U+1F9FA,basket,Objects,household,,,
1394,U+1F9FB,roll of paper,Objects,household,,,
1395,U+1FAA3,bucket,Objects,household,,,
1396,U+1F9FC,soap,Objects,household,,,
1397,U+1FAE7,bubbles,Objects,household,,,
1398,U+1FAA5,toothbrush,Objects,household,,,
1399,U+1F9FD,sponge,Objects,household,,,
1400,U+1F9EF,fire extinguisher,Objects,household,,,
1401,U+1F6D2,shopping cart,Objects,household,,,
1402,U+1F6AC,cigarette,Objects,other-object,,,
1403,U+26B0,coffin,Objects,other-object,,,
1404,U+1FAA6,headstone,Objects,other-object,,,
1405,U+26B1,funeral urn,Objects,other-object,,,
